Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"openBrowser("""")",Firefox 66.0,,2019-05-02 23:58:25,2019-05-02 23:58:28,3.060s,PASSED
"navigateToUrl(""http://localhost:8080/login"")",Firefox 66.0,,2019-05-02 23:58:28,2019-05-02 23:58:28,0.397s,PASSED
"setText(findTestObject(""Object Repository/input_Welcome_name (5)""), ""user6"")",Firefox 66.0,,2019-05-02 23:58:28,2019-05-02 23:58:28,0.068s,PASSED
"setEncryptedText(findTestObject(""Object Repository/input_Welcome_password (5)""), ""OfYSgXUfG6A="")",Firefox 66.0,,2019-05-02 23:58:28,2019-05-02 23:58:28,0.043s,PASSED
"click(findTestObject(""Object Repository/button_Login (2)""))",Firefox 66.0,,2019-05-02 23:58:28,2019-05-02 23:58:29,0.286s,PASSED
"click(findTestObject(""Object Repository/p_Le physique""))",Firefox 66.0,,2019-05-02 23:58:29,2019-05-02 23:58:59,30.534s,FAILED
,,,,,,
Test Cases/LoginNotRegistered,Firefox 66.0,,2019-05-02 23:58:59,2019-05-02 23:59:04,4.794s,PASSED
"openBrowser("""")",Firefox 66.0,,2019-05-02 23:58:59,2019-05-02 23:59:02,2.950s,PASSED
"navigateToUrl(""http://localhost:8080/login"")",Firefox 66.0,,2019-05-02 23:59:02,2019-05-02 23:59:03,0.419s,PASSED
"setText(findTestObject(""Page_Spring Security Tutorial/input_Welcome_name""), ""nonExisting"")",Firefox 66.0,,2019-05-02 23:59:03,2019-05-02 23:59:03,0.074s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Spring Security Tutorial/input_Welcome_password (1)""), ""k7BhWEneXWQ="")",Firefox 66.0,,2019-05-02 23:59:03,2019-05-02 23:59:03,0.037s,PASSED
"click(findTestObject(""Object Repository/Page_Spring Security Tutorial/button_Login (1)""))",Firefox 66.0,,2019-05-02 23:59:03,2019-05-02 23:59:03,0.269s,PASSED
"click(findTestObject(""Object Repository/Page_Spring Security Tutorial/p_name or Password invalid please verify""))",Firefox 66.0,,2019-05-02 23:59:03,2019-05-02 23:59:03,0.230s,PASSED
closeBrowser(),Firefox 66.0,,2019-05-02 23:59:03,2019-05-02 23:59:04,0.684s,PASSED
,,,,,,
Test Cases/LoginRegisteredUser,Firefox 66.0,,2019-05-02 23:59:04,2019-05-02 23:59:07,3.361s,FAILED
"openBrowser("""")",Firefox 66.0,,2019-05-02 23:59:04,2019-05-02 23:59:06,2.306s,PASSED
"navigateToUrl(""http://localhost:8080/login"")",Firefox 66.0,,2019-05-02 23:59:06,2019-05-02 23:59:07,0.460s,PASSED
"setText(findTestObject(""Page_Spring Security Tutorial/input_Welcome_name""), ""user6"")",Firefox 66.0,,2019-05-02 23:59:07,2019-05-02 23:59:07,0.061s,PASSED
"setEncryptedText(findTestObject(""Page_Spring Security Tutorial/input_Welcome_password""), ""OfYSgXUfG6A="")",Firefox 66.0,,2019-05-02 23:59:07,2019-05-02 23:59:07,0.045s,PASSED
"click(findTestObject(""Page_Spring Security Tutorial/button_Login""))",Firefox 66.0,,2019-05-02 23:59:07,2019-05-02 23:59:07,0.321s,PASSED
assert succesUrl == getUrl(),Firefox 66.0,,2019-05-02 23:59:07,2019-05-02 23:59:07,0.015s,FAILED
,,,,,,
Test Cases/LoginWrongPassword,Firefox 66.0,,2019-05-02 23:59:07,2019-05-02 23:59:12,4.725s,PASSED
"openBrowser("""")",Firefox 66.0,,2019-05-02 23:59:07,2019-05-02 23:59:10,2.950s,PASSED
"navigateToUrl(""http://localhost:8080/login"")",Firefox 66.0,,2019-05-02 23:59:10,2019-05-02 23:59:11,0.388s,PASSED
"setText(findTestObject(""Page_Spring Security Tutorial/input_Welcome_name""), ""user2"")",Firefox 66.0,,2019-05-02 23:59:11,2019-05-02 23:59:11,0.066s,PASSED
"setEncryptedText(findTestObject(""Page_Spring Security Tutorial/input_Welcome_password""), ""BMMEIUJfJqT7EwQg/H/oNQ=="")",Firefox 66.0,,2019-05-02 23:59:11,2019-05-02 23:59:11,0.045s,PASSED
"click(findTestObject(""Page_Spring Security Tutorial/button_Login""))",Firefox 66.0,,2019-05-02 23:59:11,2019-05-02 23:59:11,0.265s,PASSED
"click(findTestObject(""Page_Spring Security Tutorial/p_name or Password invalid please verify""))",Firefox 66.0,,2019-05-02 23:59:11,2019-05-02 23:59:11,0.233s,PASSED
"assert ""http://localhost:8080/login?error=true"" == getUrl()",Firefox 66.0,,2019-05-02 23:59:11,2019-05-02 23:59:11,0.012s,PASSED
closeBrowser(),Firefox 66.0,,2019-05-02 23:59:11,2019-05-02 23:59:12,0.610s,PASSED
,,,,,,
Test Cases/modifyProfile,Firefox 66.0,,2019-05-02 23:59:12,2019-05-02 23:59:12,0.224s,FAILED
"navigateToUrl(""http://localhost:8080/login"")",Firefox 66.0,,2019-05-02 23:59:12,2019-05-02 23:59:12,0.007s,FAILED
,,,,,,
Test Cases/RegisterNewUser,Firefox 66.0,,2019-05-02 23:59:12,2019-05-02 23:59:45,32.906s,FAILED
"openBrowser("""")",Firefox 66.0,,2019-05-02 23:59:12,2019-05-02 23:59:15,2.302s,PASSED
"click(findTestObject(""Object Repository/Page_Spring Security Tutorial/button_Go To Registration Page""))",Firefox 66.0,,2019-05-02 23:59:15,2019-05-02 23:59:45,30.480s,FAILED
,,,,,,
Test Cases/search,Firefox 66.0,,2019-05-02 23:59:45,2019-05-02 23:59:50,4.674s,FAILED
"openBrowser("""")",Firefox 66.0,,2019-05-02 23:59:45,2019-05-02 23:59:48,3.031s,PASSED
"navigateToUrl(""http://localhost:8080/forum"")",Firefox 66.0,,2019-05-02 23:59:48,2019-05-02 23:59:50,1.394s,PASSED
"setText(findTestObject(""Page_Insert title here/input_Advanced search_searchText""), ""testTopic"")",Firefox 66.0,,2019-05-02 23:59:50,2019-05-02 23:59:50,0.062s,FAILED
